OrderDate,Month,Region,Category,Product,Quantity,UnitPrice,Revenue,Cost,Profit,MarginPct
2024-05-29,2024-05,South,Groceries,Snacks,10,523.5,5235,3001.06,2233.94,42.7
2024-05-29,2024-05,East,Electronics,Laptop,11,572.51,6297.61,3519.42,2778.19,44.1
2024-05-30,2024-05,South,Apparel,Jacket,8,637.4,5099.2,3087.64,2011.56,39.4
2024-05-31,2024-05,North,Electronics,Laptop,7,53.93,377.51,298.02,79.49,21.1
2024-05-31,2024-05,South,Groceries,Coffee,10,964.84,9648.4,5747.83,3900.57,40.4
2024-05-31,2024-05,East,Groceries,Snacks,2,89.42,178.84,102.13,76.71,42.9
2024-06-01,2024-06,East,Furniture,Bookshelf,9,872.34,7851.06,5013.47,2837.59,36.1
2024-06-01,2024-06,East,Groceries,Coffee,5,301.24,1506.2,901.41,604.79,40.2
2024-06-02,2024-06,South,Electronics,Headphones,9,770.26,6932.34,5144.95,1787.39,25.8
2024-06-03,2024-06,West,Apparel,Jacket,11,688.65,7575.15,4204.73,3370.42,44.5
2024-06-03,2024-06,South,Furniture,Desk,11,36.66,403.26,257.17,146.09,36.2
2024-06-03,2024-06,West,Apparel,Jacket,1,291.33,291.33,192.31,99.02,34
2024-06-04,2024-06,East,Electronics,Laptop,3,722,2166,1202.37,963.63,44.5
2024-06-05,2024-06,North,Apparel,Jacket,4,896.88,3587.52,2321.44,1266.08,35.3
2024-06-05,2024-06,West,Furniture,Desk,1,949.95,949.95,718.09,231.86,24.4
2024-06-06,2024-06,West,Groceries,Snacks,10,700.77,7007.7,4556.77,2450.93,35
2024-06-07,2024-06,North,Apparel,Jacket,8,221.78,1774.24,1110.04,664.2,37.4
2024-06-07,2024-06,West,Apparel,Sneakers,11,959.78,10557.58,6272.05,4285.53,40.6
2024-06-07,2024-06,South,Groceries,Coffee,4,56.41,225.64,130.92,94.72,42
2024-06-08,2024-06,South,Apparel,Jacket,2,915.62,1831.24,1042.63,788.61,43.1
2024-06-09,2024-06,South,Furniture,Desk,3,770.66,2311.98,1595.83,716.15,31
2024-06-09,2024-06,North,Furniture,Desk,7,892.8,6249.6,4158.54,2091.06,33.5
2024-06-10,2024-06,West,Apparel,T-Shirt,6,60.99,365.94,209.06,156.88,42.9
2024-06-11,2024-06,East,Groceries,Coffee,8,764.77,6118.16,4527.38,1590.78,26
2024-06-11,2024-06,West,Apparel,T-Shirt,3,967.39,2902.17,1778.42,1123.75,38.7
2024-06-11,2024-06,West,Apparel,T-Shirt,4,257.79,1031.16,700.23,330.93,32.1
2024-06-12,2024-06,West,Furniture,Bookshelf,11,654.03,7194.33,4740.94,2453.39,34.1
2024-06-13,2024-06,West,Electronics,Phone,3,818.02,2454.06,1407.91,1046.15,42.6
2024-06-13,2024-06,East,Groceries,Coffee,4,714.39,2857.56,2024.09,833.47,29.2
2024-06-14,2024-06,East,Electronics,Monitor,2,867.75,1735.5,1241.37,494.13,28.5
2024-06-14,2024-06,South,Apparel,T-Shirt,8,410.65,3285.2,2247.32,1037.88,31.6
2024-06-15,2024-06,West,Groceries,Snacks,2,99.53,199.06,155.34,43.72,22
2024-06-16,2024-06,North,Electronics,Headphones,10,654.69,6546.9,4262.73,2284.17,34.9
2024-06-17,2024-06,North,Furniture,Desk,7,642.16,4495.12,3165.67,1329.45,29.6
2024-06-17,2024-06,East,Electronics,Laptop,4,649.4,2597.6,1480.21,1117.39,43
2024-06-17,2024-06,East,Groceries,Snacks,8,769.65,6157.2,4124.01,2033.19,33
2024-06-18,2024-06,North,Groceries,Coffee,5,430.36,2151.8,1315.17,836.63,38.9
2024-06-18,2024-06,South,Groceries,Tea,4,643.82,2575.28,1852.39,722.89,28.1
2024-06-18,2024-06,West,Apparel,Sneakers,3,566.26,1698.78,984.83,713.95,42
2024-06-19,2024-06,West,Groceries,Snacks,9,182.58,1643.22,1155.44,487.78,29.7
2024-06-20,2024-06,South,Electronics,Monitor,5,52.46,262.3,175.63,86.67,33
2024-06-20,2024-06,East,Furniture,Bookshelf,8,286.12,2288.96,1778.75,510.21,22.3
2024-06-21,2024-06,North,Furniture,Bookshelf,9,859.81,7738.29,5943.56,1794.73,23.2
2024-06-21,2024-06,East,Apparel,Jacket,3,580.67,1742.01,1029.43,712.58,40.9
2024-06-21,2024-06,East,Apparel,T-Shirt,9,833.4,7500.6,4900.88,2599.72,34.7
2024-06-22,2024-06,North,Groceries,Snacks,10,27.62,276.2,210.38,65.82,23.8
2024-06-22,2024-06,South,Electronics,Laptop,7,862.48,6037.36,3476.55,2560.81,42.4
2024-06-22,2024-06,South,Groceries,Tea,8,918.4,7347.2,5382.17,1965.03,26.7
2024-06-23,2024-06,West,Groceries,Coffee,4,399.79,1599.16,1172.01,427.15,26.7
2024-06-24,2024-06,West,Furniture,Chair,8,146.22,1169.76,868.31,301.45,25.8
2024-06-24,2024-06,North,Furniture,Desk,10,126.31,1263.1,1007.54,255.56,20.2
2024-06-24,2024-06,East,Electronics,Monitor,8,353.96,2831.68,1937.31,894.37,31.6
2024-06-25,2024-06,East,Electronics,Headphones,3,986.36,2959.08,2215.92,743.16,25.1
2024-06-25,2024-06,South,Electronics,Headphones,8,791.37,6330.96,4468.66,1862.3,29.4
2024-06-25,2024-06,North,Groceries,Coffee,7,763.2,5342.4,3452.13,1890.27,35.4
2024-06-26,2024-06,West,Furniture,Desk,7,526.56,3685.92,2478.19,1207.73,32.8
2024-06-26,2024-06,East,Apparel,T-Shirt,4,297.16,1188.64,829.56,359.08,30.2
2024-06-27,2024-06,East,Groceries,Tea,3,779.67,2339.01,1418.64,920.37,39.3
2024-06-27,2024-06,North,Groceries,Snacks,2,775.33,1550.66,1102.59,448.07,28.9
2024-06-28,2024-06,West,Electronics,Phone,11,343.32,3776.52,2892.67,883.85,23.4
2024-06-28,2024-06,North,Furniture,Bookshelf,8,273.1,2184.8,1205.42,979.38,44.8
2024-06-29,2024-06,West,Groceries,Tea,6,276.2,1657.2,997.97,659.23,39.8
2024-06-29,2024-06,West,Electronics,Laptop,3,496.99,1490.97,1187.9,303.07,20.3
2024-06-29,2024-06,East,Groceries,Tea,8,385.21,3081.68,2407.68,674,21.9
2024-06-30,2024-06,South,Groceries,Coffee,4,71.88,287.52,199.23,88.29,30.7
2024-07-01,2024-07,West,Furniture,Desk,8,973.34,7786.72,5000.32,2786.4,35.8
2024-07-01,2024-07,South,Electronics,Monitor,5,32.27,161.35,111.43,49.92,30.9
2024-07-01,2024-07,East,Groceries,Tea,3,395.17,1185.51,674.26,511.25,43.1
2024-07-02,2024-07,South,Electronics,Headphones,9,65.3,587.7,427.26,160.44,27.3
2024-07-02,2024-07,North,Apparel,Jacket,9,483.74,4353.66,2469.38,1884.28,43.3
2024-07-03,2024-07,West,Groceries,Coffee,9,272.73,2454.57,1415.21,1039.36,42.3
2024-07-03,2024-07,West,Electronics,Laptop,11,75.57,831.27,497.01,334.26,40.2
2024-07-03,2024-07,North,Apparel,T-Shirt,6,421.67,2530.02,2015.26,514.76,20.3
2024-07-04,2024-07,East,Electronics,Headphones,5,106.15,530.75,362.76,167.99,31.7
2024-07-04,2024-07,North,Groceries,Coffee,2,177.01,354.02,281.42,72.6,20.5
2024-07-04,2024-07,North,Groceries,Tea,7,629.58,4407.06,3285.06,1122,25.5
2024-07-05,2024-07,West,Groceries,Coffee,3,211.58,634.74,438.35,196.39,30.9
2024-07-05,2024-07,South,Furniture,Chair,10,714.81,7148.1,5206.14,1941.96,27.2
2024-07-05,2024-07,East,Apparel,T-Shirt,10,124.84,1248.4,800.52,447.88,35.9
2024-07-06,2024-07,South,Apparel,Jacket,2,995.64,1991.28,1574.12,417.16,20.9
2024-07-06,2024-07,North,Apparel,Jacket,10,466.7,4667,2788.9,1878.1,40.2
2024-07-06,2024-07,East,Furniture,Bookshelf,1,611.03,611.03,397.08,213.95,35
2024-07-07,2024-07,West,Furniture,Bookshelf,11,455.44,5009.84,2900.15,2109.69,42.1
2024-07-07,2024-07,East,Apparel,Sneakers,2,407.39,814.78,551.93,262.85,32.3
2024-07-08,2024-07,North,Furniture,Bookshelf,6,495.51,2973.06,1771.69,1201.37,40.4
2024-07-09,2024-07,East,Furniture,Chair,3,685.44,2056.32,1602.26,454.06,22.1
2024-07-09,2024-07,North,Apparel,Jacket,11,767,8437,6710.58,1726.42,20.5
2024-07-09,2024-07,West,Furniture,Bookshelf,11,852.71,9379.81,5818.4,3561.41,38
2024-07-10,2024-07,East,Groceries,Tea,1,857.61,857.61,616.37,241.24,28.1
2024-07-10,2024-07,West,Furniture,Chair,7,620.16,4341.12,2571.36,1769.76,40.8
2024-07-10,2024-07,East,Apparel,Sneakers,2,794.24,1588.48,1004.71,583.77,36.8
2024-07-11,2024-07,South,Furniture,Chair,3,452.64,1357.92,954.72,403.2,29.7
2024-07-11,2024-07,North,Furniture,Chair,5,271.49,1357.45,1033.29,324.16,23.9
2024-07-12,2024-07,North,Electronics,Headphones,5,775.35,3876.75,2627.16,1249.59,32.2
2024-07-13,2024-07,East,Apparel,Sneakers,9,707.59,6368.31,4114.74,2253.57,35.4
2024-07-13,2024-07,East,Groceries,Coffee,10,526.33,5263.3,3164.45,2098.85,39.9
2024-07-13,2024-07,West,Apparel,Jacket,5,573.55,2867.75,1765.27,1102.48,38.4
2024-07-14,2024-07,South,Furniture,Chair,3,936.2,2808.6,2011.63,796.97,28.4
2024-07-15,2024-07,North,Furniture,Bookshelf,3,181.46,544.38,351.2,193.18,35.5
2024-07-15,2024-07,North,Furniture,Chair,11,977.49,10752.39,7640.22,3112.17,28.9
2024-07-15,2024-07,West,Apparel,Jacket,3,863.23,2589.69,1560.48,1029.21,39.7
2024-07-16,2024-07,North,Electronics,Laptop,3,58.22,174.66,123.61,51.05,29.2
2024-07-16,2024-07,North,Electronics,Headphones,3,264.31,792.93,450.07,342.86,43.2
2024-07-16,2024-07,West,Apparel,Jacket,1,818.46,818.46,477.1,341.36,41.7
2024-07-17,2024-07,West,Apparel,Jacket,11,77.06,847.66,676.5,171.16,20.2
2024-07-17,2024-07,West,Furniture,Bookshelf,1,625.52,625.52,386.05,239.47,38.3
2024-07-18,2024-07,East,Electronics,Laptop,6,336.75,2020.5,1480.02,540.48,26.7
2024-07-18,2024-07,North,Electronics,Headphones,8,231.26,1850.08,1206.03,644.05,34.8
2024-07-19,2024-07,East,Groceries,Tea,7,58.99,412.93,228.59,184.34,44.6
2024-07-19,2024-07,East,Electronics,Headphones,9,144.41,1299.69,792.76,506.93,39
2024-07-19,2024-07,East,Groceries,Coffee,8,365.03,2920.24,2118.42,801.82,27.5
2024-07-20,2024-07,North,Groceries,Snacks,7,506.39,3544.73,2309.85,1234.88,34.8
2024-07-20,2024-07,North,Apparel,Jacket,9,646.15,5815.35,3876.69,1938.66,33.3
2024-07-21,2024-07,North,Apparel,Jacket,2,397.98,795.96,476.03,319.93,40.2
2024-07-21,2024-07,North,Groceries,Tea,10,549.01,5490.1,3388.82,2101.28,38.3
2024-07-21,2024-07,South,Furniture,Desk,6,450.12,2700.72,2085.43,615.29,22.8
2024-07-22,2024-07,South,Groceries,Snacks,1,890.87,890.87,661.1,229.77,25.8
2024-07-22,2024-07,South,Electronics,Laptop,11,948.78,10436.58,7788.36,2648.22,25.4
2024-07-22,2024-07,South,Groceries,Coffee,8,786.98,6295.84,3710.11,2585.73,41.1
2024-07-23,2024-07,East,Furniture,Desk,10,758.05,7580.5,6060.4,1520.1,20.1
2024-07-23,2024-07,North,Furniture,Desk,2,333.36,666.72,466.53,200.19,30
2024-07-24,2024-07,South,Groceries,Snacks,11,138.35,1521.85,903.08,618.77,40.7
2024-07-24,2024-07,South,Electronics,Phone,1,592.6,592.6,426.62,165.98,28
2024-07-24,2024-07,East,Furniture,Desk,11,43.81,481.91,341.43,140.48,29.2
2024-07-25,2024-07,East,Furniture,Bookshelf,6,233.69,1402.14,1107.13,295.01,21
2024-07-25,2024-07,South,Apparel,Jacket,5,12.25,61.25,34.41,26.84,43.8
2024-07-26,2024-07,West,Furniture,Desk,11,804.44,8848.84,6024.14,2824.7,31.9
2024-07-27,2024-07,North,Apparel,T-Shirt,11,139.58,1535.38,905.23,630.15,41
2024-07-27,2024-07,West,Electronics,Phone,9,353.24,3179.16,2541.16,638,20.1
2024-07-28,2024-07,East,Groceries,Coffee,4,413.83,1655.32,1021.26,634.06,38.3
2024-07-28,2024-07,North,Groceries,Tea,9,903.9,8135.1,5198.2,2936.9,36.1
2024-07-29,2024-07,West,Apparel,Sneakers,2,756.98,1513.96,897.15,616.81,40.7
2024-07-29,2024-07,West,Apparel,Jacket,5,894.17,4470.85,3155.36,1315.49,29.4
2024-07-29,2024-07,West,Furniture,Desk,3,109.26,327.78,231.28,96.5,29.4
2024-07-30,2024-07,South,Electronics,Headphones,1,603.45,603.45,430.7,172.75,28.6
2024-07-31,2024-07,North,Apparel,Sneakers,6,191.39,1148.34,688.12,460.22,40.1
2024-07-31,2024-07,East,Apparel,Jacket,9,524.4,4719.6,3501.6,1218,25.8
2024-08-01,2024-08,South,Electronics,Phone,9,900.75,8106.75,6049.33,2057.42,25.4
2024-08-02,2024-08,North,Electronics,Laptop,3,65.54,196.62,115.82,80.8,41.1
2024-08-02,2024-08,South,Groceries,Tea,3,297.57,892.71,575.77,316.94,35.5
2024-08-03,2024-08,West,Electronics,Headphones,1,510.53,510.53,304.46,206.07,40.4
2024-08-03,2024-08,South,Apparel,Jacket,6,20.71,124.26,89.24,35.02,28.2
2024-08-04,2024-08,East,Apparel,T-Shirt,3,495.3,1485.9,876.91,608.99,41
2024-08-05,2024-08,South,Electronics,Headphones,5,850.96,4254.8,2764.27,1490.53,35
2024-08-05,2024-08,North,Electronics,Phone,8,352.25,2818,1907.72,910.28,32.3
2024-08-05,2024-08,West,Electronics,Phone,6,548.62,3291.72,2114.84,1176.88,35.8
2024-08-06,2024-08,East,Apparel,Jacket,9,744.75,6702.75,3911.51,2791.24,41.6
2024-08-07,2024-08,West,Apparel,Sneakers,10,226.71,2267.1,1685.42,581.68,25.7
2024-08-07,2024-08,South,Electronics,Headphones,8,308.21,2465.68,1675.69,789.99,32
2024-08-08,2024-08,South,Electronics,Laptop,9,538.4,4845.6,2801.12,2044.48,42.2
2024-08-09,2024-08,West,Apparel,Jacket,5,974.95,4874.75,3689.25,1185.5,24.3
2024-08-09,2024-08,East,Electronics,Phone,5,769.51,3847.55,2685.87,1161.68,30.2
2024-08-10,2024-08,South,Furniture,Bookshelf,6,420.54,2523.24,1708.13,815.11,32.3
2024-08-11,2024-08,West,Furniture,Chair,1,247.08,247.08,137.48,109.6,44.4
2024-08-11,2024-08,East,Electronics,Laptop,9,851.45,7663.05,4617.85,3045.2,39.7
2024-08-12,2024-08,East,Apparel,Jacket,9,495.12,4456.08,3406.09,1049.99,23.6
2024-08-12,2024-08,East,Furniture,Chair,10,128.84,1288.4,1017.82,270.58,21
2024-08-13,2024-08,South,Electronics,Monitor,8,781.23,6249.84,4005.71,2244.13,35.9
2024-08-13,2024-08,North,Electronics,Headphones,11,286.09,3146.99,2286.8,860.19,27.3
2024-08-13,2024-08,East,Electronics,Monitor,1,891.63,891.63,699.34,192.29,21.6
2024-08-14,2024-08,East,Apparel,T-Shirt,3,20.74,62.22,44.49,17.73,28.5
2024-08-14,2024-08,North,Electronics,Headphones,11,697.56,7673.16,5630.46,2042.7,26.6
2024-08-15,2024-08,West,Electronics,Headphones,4,752.97,3011.88,2296.96,714.92,23.7
2024-08-15,2024-08,North,Electronics,Phone,1,511.43,511.43,291.67,219.76,43
2024-08-16,2024-08,West,Electronics,Phone,9,557.92,5021.28,3757.17,1264.11,25.2
2024-08-16,2024-08,South,Groceries,Tea,9,575.12,5176.08,3678.41,1497.67,28.9
2024-08-17,2024-08,West,Electronics,Headphones,11,545.4,5999.4,3945.15,2054.25,34.2
2024-08-17,2024-08,East,Electronics,Headphones,7,160.84,1125.88,697.44,428.44,38.1
2024-08-18,2024-08,North,Electronics,Monitor,5,874.14,4370.7,2569.56,1801.14,41.2
2024-08-19,2024-08,East,Apparel,Sneakers,8,344.08,2752.64,1820.9,931.74,33.8
2024-08-20,2024-08,East,Groceries,Coffee,9,233.6,2102.4,1520.3,582.1,27.7
2024-08-20,2024-08,South,Furniture,Bookshelf,8,282.09,2256.72,1550.79,705.93,31.3
2024-08-20,2024-08,West,Electronics,Monitor,6,732.12,4392.72,3246.28,1146.44,26.1
2024-08-21,2024-08,West,Furniture,Bookshelf,7,40.72,285.04,219.03,66.01,23.2
2024-08-21,2024-08,West,Furniture,Chair,6,70.82,424.92,250.46,174.46,41.1
2024-08-22,2024-08,South,Electronics,Headphones,7,882.29,6176.03,4679.86,1496.17,24.2
2024-08-22,2024-08,West,Groceries,Tea,3,669.52,2008.56,1284.02,724.54,36.1
2024-08-23,2024-08,South,Furniture,Desk,10,89.49,894.9,706.34,188.56,21.1
2024-08-24,2024-08,North,Groceries,Coffee,10,508.06,5080.6,3658.21,1422.39,28
2024-08-24,2024-08,North,Groceries,Snacks,6,341.59,2049.54,1229.8,819.74,40
2024-08-24,2024-08,South,Apparel,T-Shirt,7,472.72,3309.04,1994.98,1314.06,39.7
2024-08-25,2024-08,West,Groceries,Snacks,4,523.44,2093.76,1312.81,780.95,37.3
2024-08-25,2024-08,East,Electronics,Monitor,4,197.85,791.4,620.63,170.77,21.6
2024-08-26,2024-08,East,Electronics,Phone,11,386.52,4251.72,2903.26,1348.46,31.7
2024-08-26,2024-08,West,Electronics,Laptop,2,386.36,772.72,503.17,269.55,34.9
2024-08-27,2024-08,South,Furniture,Bookshelf,10,532.94,5329.4,4037.25,1292.15,24.2
2024-08-27,2024-08,North,Apparel,Sneakers,1,921.82,921.82,694.87,226.95,24.6
2024-08-27,2024-08,South,Apparel,Sneakers,9,367.29,3305.61,2200.67,1104.94,33.4
2024-08-28,2024-08,North,Apparel,T-Shirt,3,967.2,2901.6,1973.36,928.24,32
2024-08-29,2024-08,South,Groceries,Coffee,11,712.62,7838.82,5360.54,2478.28,31.6
2024-08-30,2024-08,South,Apparel,T-Shirt,6,682.59,4095.54,3087.51,1008.03,24.6
2024-08-30,2024-08,West,Furniture,Desk,1,209.82,209.82,158.13,51.69,24.6
2024-08-30,2024-08,West,Electronics,Monitor,9,459.97,4139.73,2856.06,1283.67,31
2024-08-31,2024-08,West,Furniture,Bookshelf,5,582.36,2911.8,1912.98,998.82,34.3
2024-08-31,2024-08,West,Furniture,Chair,6,65.11,390.66,222.76,167.9,43
2024-09-01,2024-09,North,Furniture,Bookshelf,8,932.69,7461.52,4490.95,2970.57,39.8
2024-09-01,2024-09,East,Apparel,Sneakers,4,31.42,125.68,70.71,54.97,43.7
2024-09-02,2024-09,South,Electronics,Phone,11,413.03,4543.33,3586.18,957.15,21.1
2024-09-03,2024-09,North,Electronics,Laptop,8,477.14,3817.12,2853.15,963.97,25.3
2024-09-03,2024-09,South,Electronics,Phone,6,804.24,4825.44,3700.2,1125.24,23.3
2024-09-04,2024-09,North,Groceries,Tea,9,278.82,2509.38,1894.72,614.66,24.5
2024-09-04,2024-09,North,Electronics,Monitor,8,504.88,4039.04,3163.83,875.21,21.7
2024-09-04,2024-09,South,Furniture,Chair,11,945.3,10398.3,8158.94,2239.36,21.5
2024-09-05,2024-09,South,Electronics,Headphones,3,742.56,2227.68,1418.13,809.55,36.3
2024-09-06,2024-09,South,Electronics,Laptop,3,198.5,595.5,402.73,192.77,32.4
2024-09-07,2024-09,East,Electronics,Laptop,2,680.02,1360.04,980.6,379.44,27.9
2024-09-08,2024-09,North,Apparel,Sneakers,6,637.75,3826.5,2803.94,1022.56,26.7
2024-09-08,2024-09,West,Electronics,Phone,5,514.37,2571.85,1753.28,818.57,31.8
2024-09-09,2024-09,East,Groceries,Coffee,3,509.47,1528.41,990.93,537.48,35.2
2024-09-09,2024-09,North,Electronics,Headphones,6,817.98,4907.88,3335.51,1572.37,32
2024-09-09,2024-09,North,Groceries,Snacks,4,556.98,2227.92,1665.52,562.4,25.2
2024-09-10,2024-09,South,Furniture,Chair,2,264.6,529.2,390.72,138.48,26.2
2024-09-11,2024-09,West,Apparel,Jacket,3,970.33,2910.99,2098.68,812.31,27.9
2024-09-12,2024-09,West,Groceries,Tea,8,514.08,4112.64,2933.34,1179.3,28.7
2024-09-12,2024-09,West,Furniture,Chair,7,23.68,165.76,100.59,65.17,39.3
2024-09-13,2024-09,West,Apparel,T-Shirt,11,289.99,3189.89,2226.21,963.68,30.2
2024-09-13,2024-09,North,Electronics,Phone,5,187.71,938.55,584.39,354.16,37.7
2024-09-13,2024-09,West,Furniture,Chair,11,804.69,8851.59,6836.33,2015.26,22.8
2024-09-14,2024-09,North,Electronics,Monitor,5,456.11,2280.55,1629.06,651.49,28.6
2024-09-14,2024-09,West,Electronics,Laptop,7,588.98,4122.86,3121.19,1001.67,24.3
2024-09-15,2024-09,South,Electronics,Monitor,8,175.48,1403.84,1096.66,307.18,21.9
2024-09-16,2024-09,South,Furniture,Chair,7,14.57,101.99,71.5,30.49,29.9
2024-09-16,2024-09,South,Furniture,Desk,6,703.1,4218.6,2432.15,1786.45,42.3
2024-09-16,2024-09,North,Apparel,Sneakers,1,433.88,433.88,299.25,134.63,31
2024-09-17,2024-09,South,Furniture,Desk,3,670.73,2012.19,1430.27,581.92,28.9
2024-09-17,2024-09,South,Apparel,Jacket,8,932.84,7462.72,4319.03,3143.69,42.1
2024-09-18,2024-09,North,Groceries,Snacks,8,469.15,3753.2,2679.6,1073.6,28.6
2024-09-18,2024-09,South,Furniture,Bookshelf,11,884.09,9724.99,6513.73,3211.26,33
2024-09-18,2024-09,North,Groceries,Tea,8,935.58,7484.64,5467.02,2017.62,27
2024-09-19,2024-09,East,Electronics,Headphones,9,924.91,8324.19,4963.95,3360.24,40.4
2024-09-20,2024-09,East,Groceries,Tea,2,403.69,807.38,509.09,298.29,36.9
2024-09-20,2024-09,North,Furniture,Bookshelf,9,287.04,2583.36,1682.35,901.01,34.9
2024-09-20,2024-09,North,Apparel,T-Shirt,7,14.23,99.61,60.88,38.73,38.9
2024-09-21,2024-09,North,Groceries,Snacks,5,425.44,2127.2,1343.22,783.98,36.9
2024-09-21,2024-09,North,Groceries,Snacks,1,254,254,150.63,103.37,40.7
2024-09-22,2024-09,East,Apparel,T-Shirt,11,320.14,3521.54,2096.54,1425,40.5
2024-09-23,2024-09,West,Apparel,Jacket,3,404.1,1212.3,779.3,433,35.7
2024-09-23,2024-09,South,Apparel,Jacket,11,88.43,972.73,687.53,285.2,29.3
2024-09-24,2024-09,West,Furniture,Chair,9,66.3,596.7,345.14,251.56,42.2
2024-09-24,2024-09,South,Groceries,Tea,5,837.02,4185.1,3328.93,856.17,20.5
2024-09-25,2024-09,West,Electronics,Monitor,1,240.98,240.98,151.06,89.92,37.3
2024-09-25,2024-09,North,Groceries,Tea,8,777.74,6221.92,4843.69,1378.23,22.2
2024-09-26,2024-09,West,Electronics,Monitor,7,85.91,601.37,331.23,270.14,44.9
2024-09-26,2024-09,West,Apparel,T-Shirt,2,781.01,1562.02,1248.01,314.01,20.1
2024-09-26,2024-09,South,Groceries,Coffee,2,141.05,282.1,205.17,76.93,27.3
2024-09-27,2024-09,South,Furniture,Bookshelf,7,220.65,1544.55,941.1,603.45,39.1
2024-09-28,2024-09,West,Groceries,Snacks,4,721.31,2885.24,1720.85,1164.39,40.4
2024-09-28,2024-09,North,Groceries,Coffee,11,640.51,7045.61,5285.06,1760.55,25
2024-09-28,2024-09,South,Furniture,Bookshelf,11,134.13,1475.43,1107.66,367.77,24.9
2024-09-29,2024-09,North,Electronics,Phone,5,523.5,2617.5,2014.34,603.16,23
2024-09-30,2024-09,North,Apparel,Sneakers,8,174.26,1394.08,982.48,411.6,29.5
2024-09-30,2024-09,North,Furniture,Chair,9,832.48,7492.32,5167.29,2325.03,31
2024-09-30,2024-09,North,Furniture,Chair,10,142.96,1429.6,934.1,495.5,34.7
2024-10-01,2024-10,South,Furniture,Chair,10,901.92,9019.2,5455.93,3563.27,39.5
2024-10-01,2024-10,North,Groceries,Coffee,4,667.39,2669.56,1722.57,946.99,35.5
2024-10-02,2024-10,East,Furniture,Bookshelf,3,874.81,2624.43,1680.99,943.44,35.9
2024-10-03,2024-10,West,Electronics,Phone,7,552.09,3864.63,2201.77,1662.86,43
2024-10-03,2024-10,East,Apparel,Sneakers,10,538,5380,4268.33,1111.67,20.7
2024-10-03,2024-10,East,Electronics,Laptop,7,311.25,2178.75,1600.69,578.06,26.5
2024-10-04,2024-10,East,Furniture,Chair,3,38.2,114.6,79.28,35.32,30.8
2024-10-05,2024-10,East,Apparel,Jacket,1,973.74,973.74,765.96,207.78,21.3
2024-10-05,2024-10,South,Groceries,Tea,11,484.46,5329.06,3888.51,1440.55,27
2024-10-06,2024-10,South,Groceries,Tea,7,340.26,2381.82,1794.75,587.07,24.6
2024-10-06,2024-10,South,Apparel,Sneakers,11,173.49,1908.39,1172.53,735.86,38.6
2024-10-07,2024-10,South,Apparel,T-Shirt,6,231.27,1387.62,1074.9,312.72,22.5
2024-10-07,2024-10,East,Electronics,Laptop,6,786.3,4717.8,3162.61,1555.19,33
2024-10-08,2024-10,South,Apparel,Jacket,7,628.06,4396.42,2521.67,1874.75,42.6
2024-10-08,2024-10,South,Apparel,Sneakers,10,936.91,9369.1,7301.74,2067.36,22.1
2024-10-08,2024-10,West,Groceries,Coffee,1,209.08,209.08,124.27,84.81,40.6
2024-10-09,2024-10,South,Groceries,Tea,10,121.31,1213.1,960.74,252.36,20.8
2024-10-09,2024-10,East,Apparel,Sneakers,3,253.15,759.45,452.1,307.35,40.5
2024-10-10,2024-10,North,Electronics,Phone,6,955.66,5733.96,4226.34,1507.62,26.3
2024-10-10,2024-10,East,Furniture,Desk,1,133.5,133.5,75.03,58.47,43.8
2024-10-11,2024-10,East,Apparel,Sneakers,2,60.75,121.5,78.23,43.27,35.6
2024-10-11,2024-10,East,Furniture,Desk,5,236.21,1181.05,740.37,440.68,37.3
2024-10-12,2024-10,East,Apparel,T-Shirt,10,143.46,1434.6,867.13,567.47,39.6
2024-10-13,2024-10,South,Furniture,Bookshelf,11,393.62,4329.82,2497.49,1832.33,42.3
2024-10-13,2024-10,South,Furniture,Bookshelf,2,459,918,558.51,359.49,39.2
2024-10-14,2024-10,South,Apparel,Sneakers,10,533.36,5333.6,3191.94,2141.66,40.2
2024-10-14,2024-10,South,Groceries,Snacks,5,71.99,359.95,287.85,72.1,20
2024-10-14,2024-10,North,Electronics,Headphones,5,561.7,2808.5,2086.55,721.95,25.7
2024-10-15,2024-10,North,Groceries,Tea,9,954.86,8593.74,6223.93,2369.81,27.6
2024-10-15,2024-10,West,Groceries,Snacks,5,906.11,4530.55,3178.66,1351.89,29.8
2024-10-15,2024-10,South,Groceries,Snacks,9,213.88,1924.92,1346.47,578.45,30.1
2024-10-16,2024-10,South,Furniture,Bookshelf,9,18.25,164.25,106.72,57.53,35
2024-10-16,2024-10,North,Furniture,Bookshelf,6,296.83,1780.98,1209.63,571.35,32.1
2024-10-17,2024-10,South,Furniture,Chair,5,347.1,1735.5,1212.65,522.85,30.1
2024-10-17,2024-10,West,Furniture,Desk,3,948.28,2844.84,1903.6,941.24,33.1
2024-10-17,2024-10,North,Furniture,Bookshelf,1,722.86,722.86,562.99,159.87,22.1
2024-10-18,2024-10,South,Groceries,Snacks,11,563.88,6202.68,4397.88,1804.8,29.1
2024-10-18,2024-10,East,Electronics,Phone,8,567.8,4542.4,3052.76,1489.64,32.8
2024-10-18,2024-10,North,Apparel,T-Shirt,4,407.84,1631.36,1169.78,461.58,28.3
2024-10-19,2024-10,North,Furniture,Chair,5,616.01,3080.05,2226.22,853.83,27.7
